minutes,gross,budget,year,rating,score
94,17120019.00,30000000.00,2012,6.5,6.5
108,36665854.00,40000000.00,2011,6.4,6.4
103,532988.00,7000000.00,2015,6.6,6.5
103,17738570.00,13000000.00,2012,8.0,8.0
105,201148159.00,95000000.00,2015,6.9,7.0
105,201148159.00,95000000.00,2015,6.9,7.0
113,29802761.00,40000000.00,2013,6.4,6.4
86,9402410.00,14000000.00,2012,5.4,5.4
156,183635922.00,135000000.00,2015,8.0,8.1
131,101785482.00,190000000.00,2013,6.9,7.0
82,36658108.00,20000000.00,2010,3.4,3.5
101,34017854.00,8500000.00,2015,6.5,6.5
95,65804.00,12000000.00,2012,6.3,6.3
106,64933670.00,85000000.00,2012,5.6,5.6
88,161317423.00,95000000.00,2012,6.6,6.6
111,7691700.00,10000000.00,2010,7.5,7.5
115,117698894.00,75000000.00,2013,7.3,7.3
115,292298923.00,120000000.00,2012,5.5,5.5
121,1729969.00,5000000.00,2011,7.4,7.4
99,1702277.00,12000000.00,2013,6.8,6.8
98,368049635.00,76000000.00,2013,7.3,7.5
95,37101011.00,40000000.00,2012,5.7,5.8
86,535249.00,3400000.00,2010,4.6,4.6
81,66950483.00,28000000.00,2014,6.2,6.2
95,9123834.00,15000000.00,2013,5.3,5.3
84,5895238.00,6000000.00,2012,5.5,5.5
115,71346930.00,28000000.00,2013,6.7,6.7
105,73000942.00,13000000.00,2011,1.6,1.6
99,9203192.00,5000000.00,2011,6.8,6.8
84,64572496.00,12000000.00,2012,7.0,7.1
126,4563029.00,39200000.00,2013,7.1,7.0
158,148775460.00,61000000.00,2012,7.6,7.6
98,23838.00,7000000.00,2013,5.5,5.5
118,30920167.00,25000000.00,2012,5.7,5.7
93,25675765.00,13000000.00,2013,5.8,5.9
101,25863915.00,35000000.00,2012,5.1,5.1
115,12626905.00,20000000.00,2016,6.3,6.3
95,6851969.00,2500000.00,2013,7.1,7.1
127,301305.00,13000000.00,2011,4.5,4.3
97,469947.00,120000.00,2011,7.6,7.7
110,150368971.00,37000000.00,2013,7.0,7.0
101,4000304.00,6500000.00,2011,7.2,7.3
100,20186.00,930000.00,2011,5.6,5.7
92,2963012.00,22000000.00,2014,6.3,6.3
102,1987762.00,11000000.00,2011,6.7,6.7
103,21501098.00,5000000.00,2013,7.4,7.4
114,61656849.00,110000000.00,2013,6.6,6.7
101,1163508.00,2500000.00,2012,5.1,5.1
127,155111815.00,170000000.00,2012,6.1,6.1
103,252652.00,19900000.00,2010,7.0,7.0
134,47034272.00,40000000.00,2014,6.8,6.9
109,10499968.00,35000000.00,2014,5.7,5.7
109,10499968.00,35000000.00,2014,5.7,5.7
90,1573712.00,125000.00,2011,6.7,6.7
89,9639242.00,24000000.00,2011,4.9,4.9
90,638476.00,1500000.00,2011,6.6,6.6
127,41229.00,25500000.00,2013,6.5,6.5
94,45507053.00,16000000.00,2012,7.8,7.8
82,6842058.00,10000000.00,2012,6.1,6.1
106,2436.00,2000000.00,2012,5.6,5.7
108,1339152.00,81200000.00,2015,7.7,7.8
108,594904.00,1200000.00,2012,5.9,6.0
86,3388210.00,250000.00,2011,6.7,6.7
104,3447339.00,1500000.00,2013,5.8,5.8
134,67523385.00,35000000.00,2012,6.2,6.2
87,36073232.00,80000000.00,2013,5.2,5.2
107,7918283.00,12000000.00,2012,6.6,6.6
97,14938570.00,15000000.00,2012,6.2,6.2
103,85017401.00,92000000.00,2012,6.6,6.7
86,12555230.00,2000000.00,2011,5.2,5.3
121,127437.00,18000000.00,2011,5.8,6.0
86,17683670.00,5000000.00,2011,5.2,5.2
106,5348317.00,10000000.00,2015,7.0,7.1
101,189412677.00,165000000.00,2012,7.7,7.8
83,104007828.00,5000000.00,2011,5.8,5.8
86,111300.00,225000.00,2012,7.5,7.5
103,27285953.00,5000000.00,2015,6.8,6.8
95,26297.00,500000.00,2011,6.4,6.3
113,102413606.00,34000000.00,2014,6.8,6.8
157,95720716.00,40000000.00,2012,7.4,7.4
85,86897182.00,95000000.00,2012,6.1,6.2
148,8093318.00,20000000.00,2014,6.7,6.7
97,7574066.00,10000000.00,2014,6.3,6.3
105,37440.00,5000000.00,2014,7.5,7.5
124,52418902.00,30000000.00,2015,7.4,7.5
126,25556065.00,23000000.00,2013,8.0,8.0
138,150117807.00,40000000.00,2013,7.2,7.3
94,26049082.00,8000000.00,2014,6.1,6.1
99,35057332.00,33000000.00,2012,6.4,6.5
137,115603980.00,65000000.00,2014,7.2,7.2
106,6420319.00,20000000.00,2015,7.4,7.4
107,18004225.00,13000000.00,2013,5.7,5.7
100,60522097.00,130000000.00,2013,4.8,4.9
80,71442.00,9600000.00,2012,7.9,7.9
140,21383298.00,15000000.00,2012,7.3,7.3
115,17613460.00,12000000.00,2013,7.7,7.8
85,64238770.00,42000000.00,2014,5.7,5.8
116,53215979.00,84000000.00,2013,6.6,6.7
118,85911262.00,65000000.00,2014,5.3,5.2
120,31569268.00,49000000.00,2015,6.8,6.9
100,48637684.00,12500000.00,2014,6.1,6.1
123,7098492.00,500000.00,2011,8.3,8.4
128,3254172.00,28000000.00,2013,6.2,6.2
118,22451.00,60000000.00,2014,6.2,6.2
139,150832203.00,85000000.00,2014,6.7,6.7
102,11434867.00,6000000.00,2012,7.0,7.1
136,259746958.00,170000000.00,2014,7.7,7.8
93,4063.00,4000000.00,2012,5.2,5.2
165,162804648.00,100000000.00,2012,8.4,8.5
106,68558662.00,90000000.00,2013,5.8,5.9
109,40983001.00,7000000.00,2012,7.6,7.7
95,42345531.00,65000000.00,2012,5.4,5.4
93,200803.00,3000000.00,2012,5.4,5.3
112,16684352.00,17000000.00,2012,6.3,6.3
102,35537564.00,11500000.00,2016,5.9,6.0
96,83024900.00,135000000.00,2013,6.4,6.5
86,4007792.00,750000.00,2012,7.0,7.0
87,1332.00,500000.00,2012,4.5,4.6
95,5997134.00,1000000.00,2012,7.2,7.2
80,2833383.00,427000.00,2012,5.6,5.7
116,2268296.00,6500000.00,2013,6.8,6.9
142,202853933.00,200000000.00,2014,6.6,6.7
141,47105085.00,50000000.00,2014,7.4,7.4
116,24397469.00,17000000.00,2012,5.7,5.7
132,233914986.00,200000000.00,2014,8.0,8.0
95,4584.00,9000.00,2011,6.3,6.4
95,131175.00,8500000.00,2015,5.6,5.6
129,44988180.00,20000000.00,2015,8.1,8.1
101,4105123.00,1100000.00,2011,7.6,7.6
118,17609982.00,35000000.00,2013,6.2,6.2
112,96734.00,1000000.00,2012,5.5,5.6
138,93749203.00,31000000.00,2012,7.3,7.3
94,51872378.00,13000000.00,2013,6.7,6.7
92,83348920.00,132000000.00,2014,6.7,6.7
110,113709992.00,7000000.00,2012,6.1,6.1
87,418268.00,3000000.00,2012,5.3,5.3
105,23219748.00,80000000.00,2014,5.5,5.6
84,11860839.00,9000000.00,2011,5.4,5.4
110,48056940.00,3000000.00,2012,6.8,6.8
131,85433.00,13500000.00,2013,7.8,7.8
101,2319187.00,20000000.00,2013,6.9,7.0
104,82389560.00,17000000.00,2014,6.4,6.5
99,91443253.00,12000000.00,2014,5.8,5.8
89,21784432.00,35000000.00,2013,5.6,5.6
110,14989761.00,15000000.00,2012,7.2,7.2
130,21589307.00,10000000.00,2012,7.4,7.4
101,6643.00,900000.00,2012,6.4,6.4
100,35266619.00,30000000.00,2013,5.9,5.9
100,35266619.00,30000000.00,2013,5.9,5.9
120,1984743.00,16000000.00,2013,6.6,6.6
146,424645577.00,130000000.00,2013,7.5,7.6
123,337103873.00,125000000.00,2014,6.6,6.7
137,281666058.00,160000000.00,2015,6.5,6.6
94,38543473.00,40000000.00,2014,5.1,5.1
138,101160529.00,125000000.00,2014,5.8,5.8
130,93417865.00,190000000.00,2015,6.4,6.5
111,13362308.00,18000000.00,2013,6.9,6.9
90,318622.00,270000.00,2012,6.4,6.4
122,17237244.00,15000000.00,2014,6.8,6.8
118,26761283.00,26000000.00,2014,6.7,6.7
117,1330827.00,7000000.00,2016,6.2,7.0
110,5773519.00,40000000.00,2015,6.0,6.0
110,5773519.00,40000000.00,2015,6.0,6.0
93,906666.00,500000.00,2011,6.9,6.8
123,26903709.00,38000000.00,2013,8.1,8.1
129,49874933.00,26000000.00,2013,6.4,6.5
104,16168741.00,8000000.00,2013,7.4,7.4
105,99462.00,33000000.00,2013,7.1,7.1
112,206360018.00,170000000.00,2013,6.9,7.1
112,64998368.00,17000000.00,2012,7.2,7.2
80,2245.00,560000.00,2011,7.1,7.2
111,3333823.00,10000000.00,2012,5.4,5.5
97,107225164.00,73000000.00,2016,6.3,6.3
95,119793567.00,78000000.00,2013,6.4,6.5
89,3325638.00,2500000.00,2012,7.1,7.1
86,18112929.00,1000000.00,2012,5.0,5.0
85,1243961.00,850000.00,2012,6.0,6.0
107,7268659.00,20000000.00,2013,5.6,5.6
97,150056505.00,18000000.00,2014,6.3,6.4
127,12188642.00,26000000.00,2015,6.9,6.9
84,52543632.00,13200000.00,2014,5.6,5.6
121,333130696.00,170000000.00,2014,8.0,8.1
105,71017784.00,105000000.00,2013,5.3,5.4
106,6262942.00,9000000.00,2013,6.9,6.9
94,49002815.00,22000000.00,2012,6.3,6.4
100,71588220.00,20000000.00,2013,6.2,6.2
111,134455175.00,35000000.00,2013,5.7,5.7
106,91439400.00,50000000.00,2014,7.0,7.0
134,56667870.00,20000000.00,2013,8.1,8.1
88,15152879.00,5000000.00,2013,4.0,4.0
97,24784.00,1200000.00,2011,7.2,7.4
111,33631221.00,25000000.00,2014,6.0,6.0
111,33631221.00,25000000.00,2014,6.0,6.0
104,13214255.00,11000000.00,2013,7.5,7.4
113,2859955.00,1200000.00,2013,5.9,6.0
106,32154410.00,30000000.00,2013,7.1,7.1
106,32154410.00,30000000.00,2013,7.1,7.1
116,4435083.00,18000000.00,2013,7.1,7.1
114,28772222.00,105000000.00,2015,5.3,5.3
114,28772222.00,105000000.00,2015,5.3,5.3
122,17750583.00,30000000.00,2015,7.2,7.2
123,70492685.00,17000000.00,2013,6.7,6.7
114,91121452.00,14000000.00,2014,8.0,8.1
106,7556708.00,15000000.00,2012,6.6,6.6
109,86208010.00,35000000.00,2014,5.6,5.7
95,356454367.00,175000000.00,2015,8.2,8.3
129,44469602.00,17000000.00,2015,7.4,7.4
100,13746550.00,2000000.00,2012,6.1,6.1
118,10880926.00,30000000.00,2013,6.5,6.5
94,14123773.00,5000000.00,2012,5.3,5.3
89,12843.00,6000000.00,2012,6.1,6.1
97,84518155.00,20000000.00,2014,4.9,4.9
112,317125.00,16000000.00,2013,6.2,6.2
130,208543795.00,170000000.00,2014,7.6,7.6
89,47553512.00,50000000.00,2014,5.8,5.8
115,610968.00,3800000.00,2012,8.3,8.3
88,53884821.00,5000000.00,2012,4.6,4.6
165,245428137.00,210000000.00,2014,5.6,5.7
105,78747585.00,88000000.00,2015,5.6,5.6
93,12784397.00,1800000.00,2012,7.3,7.3
114,155181732.00,110000000.00,2015,6.0,6.1
98,1512815.00,25000000.00,2016,5.9,5.8
125,83299761.00,35000000.00,2013,7.5,7.5
117,12276810.00,26000000.00,2015,6.5,6.5
90,10494494.00,18000000.00,2013,4.4,4.4
89,7764027.00,10000000.00,2013,6.6,6.7
108,54414716.00,42000000.00,2014,6.3,6.3
102,44134898.00,13000000.00,2014,7.2,7.3
117,30688364.00,28000000.00,2014,6.2,6.2
176,3047539.00,7217600.00,2012,6.7,6.9
118,78031620.00,70000000.00,2014,6.1,6.1
133,350123553.00,58800000.00,2014,7.3,7.3
125,127997349.00,50000000.00,2014,5.9,6.0
86,20200.00,6000000.00,2014,5.8,5.8
91,38916903.00,13000000.00,2014,5.8,5.8
85,64423650.00,3000000.00,2013,5.7,5.7
101,133668525.00,80000000.00,2013,5.4,5.4
117,16969390.00,25000000.00,2013,5.3,5.3
123,15294553.00,12000000.00,2013,7.8,7.8
106,20262.00,4000000.00,2014,6.2,6.1
114,26442251.00,50000000.00,2015,6.6,6.6
109,83906114.00,40000000.00,2014,6.0,6.0
106,17382982.00,5000000.00,2014,5.2,5.2
109,8114507.00,3000000.00,2013,7.9,7.9
119,23014504.00,100000000.00,2014,6.3,6.3
114,65623128.00,20000000.00,2012,4.9,4.8
93,25240988.00,12000000.00,2012,5.8,5.9
110,28831145.00,25000000.00,2014,6.8,6.8
94,177343675.00,135000000.00,2015,6.6,6.7
94,177343675.00,135000000.00,2015,6.6,6.7
94,177343675.00,135000000.00,2015,6.6,6.7
106,83574831.00,5000000.00,2013,6.6,6.6
90,24475193.00,3000000.00,2013,6.5,6.6
119,44665963.00,58000000.00,2013,6.3,6.3
106,65182182.00,24000000.00,2014,5.8,5.7
98,41008532.00,27000000.00,2016,6.5,6.7
86,40041683.00,2500000.00,2013,5.0,5.1
102,222487711.00,165000000.00,2014,7.8,7.9
82,21199.00,500000.00,2014,6.8,6.8
115,30127963.00,15000000.00,2014,6.7,6.7
87,33349949.00,2500000.00,2012,5.0,5.1
95,50150619.00,50000000.00,2014,7.3,7.3
95,143523463.00,145000000.00,2016,7.1,7.2
149,167735396.00,61000000.00,2014,8.1,8.1
115,66009973.00,14800000.00,2015,5.6,5.7
99,59073773.00,25000000.00,2014,8.1,8.1
107,26284475.00,17000000.00,2015,5.8,5.7
92,162495848.00,74000000.00,2015,6.0,6.0
107,51178893.00,50000000.00,2014,6.4,6.4
99,49494.00,250000.00,2013,3.8,3.9
91,336029560.00,74000000.00,2015,6.4,6.4
112,191616238.00,50000000.00,2014,7.0,7.1
102,400736600.00,150000000.00,2013,7.5,7.6
103,8691.00,4500000.00,2014,5.8,5.8
119,98895417.00,70000000.00,2013,6.5,6.5
141,8324748.00,35000000.00,2013,7.1,7.1
112,34912982.00,38000000.00,2016,5.2,5.2
115,37877959.00,15000000.00,2014,7.1,7.1
81,22757819.00,100000.00,2015,4.2,4.2
144,255108370.00,250000000.00,2014,7.4,7.5
100,19783777.00,22000000.00,2013,6.5,6.5
104,23393765.00,20000000.00,2014,6.3,6.3
125,166147885.00,40000000.00,2015,4.1,4.1
126,39292022.00,90000000.00,2014,6.1,6.1
85,16097842.00,900000.00,2013,7.5,7.5
98,33404871.00,18000000.00,2013,7.3,7.3
131,73103784.00,150000000.00,2013,6.4,6.4
104,4231500.00,1000000.00,2013,7.8,7.8
101,131536019.00,103000000.00,2014,6.3,6.4
141,2835886.00,9200000.00,2013,7.8,7.7
91,10214013.00,35000000.00,2015,5.4,5.4
90,258113.00,1066167.00,2013,7.1,7.1
121,75274748.00,35000000.00,2015,7.1,7.2
91,287761.00,1000000.00,2013,7.6,7.6
88,19316646.00,30000000.00,2013,5.6,5.6
132,43568507.00,66000000.00,2014,6.5,6.5
117,484221.00,1000000.00,2012,8.2,8.2
118,30523568.00,30000000.00,2014,6.2,6.2
115,44456509.00,5000000.00,2013,7.5,7.6
148,200074175.00,245000000.00,2015,6.8,6.8
117,38317535.00,11000000.00,2015,7.5,7.5
131,195000874.00,150000000.00,2015,7.4,7.4
105,53846915.00,50100000.00,2015,6.6,6.6
114,47952020.00,115000000.00,2016,6.1,6.1
117,371897.00,4000000.00,2013,6.9,6.9
105,30659817.00,26000000.00,2013,6.4,6.4
104,27689474.00,5000000.00,2013,6.5,6.5
88,59379.00,200000.00,2013,6.7,6.8
93,17536788.00,8000000.00,2013,7.0,7.1
141,458991599.00,250000000.00,2015,7.3,7.5
91,4946250.00,1000000.00,2013,7.4,7.4
122,2428883.00,16000000.00,2014,6.6,6.6
90,3442820.00,8000000.00,2015,7.3,7.3
108,24984868.00,15000000.00,2014,6.3,6.3
100,7186670.00,6000000.00,2013,5.3,5.4
104,143653.00,4000000.00,2014,6.1,6.0
127,31141074.00,140000000.00,2016,5.4,5.5
109,33305037.00,11000000.00,2015,7.3,7.3
117,159578352.00,43000000.00,2013,6.6,6.6
89,11278.00,1300000.00,2013,7.0,7.0
98,37707719.00,12000000.00,2013,7.6,7.6
106,22331028.00,12000000.00,2015,6.4,6.4
108,89253340.00,48000000.00,2014,6.0,6.0
124,56443482.00,60000000.00,2015,6.6,6.6
88,130174897.00,99000000.00,2015,7.1,7.2
90,3330.00,2100000.00,2015,6.5,7.2
94,15155772.00,18000000.00,2014,5.8,5.7
110,13998282.00,16000000.00,2014,3.1,3.1
139,30513940.00,30000000.00,2014,6.9,6.9
84,32453345.00,5000000.00,2014,5.0,5.0
150,3958500.00,8200000.00,2014,6.8,6.8
112,52961.00,8000000.00,2014,5.3,5.3
101,13650738.00,20000000.00,2015,6.6,6.6
89,169692572.00,80000000.00,2015,6.7,6.7
120,106869.00,17000000.00,2014,6.5,6.6
115,10640645.00,40000000.00,2015,5.8,5.8
92,28873374.00,10000000.00,2013,4.1,4.1
125,169379.00,10000000.00,2013,6.2,6.2
122,33071558.00,10000000.00,2015,6.6,6.6
116,42615685.00,40000000.00,2014,6.1,6.1
100,90353764.00,40000000.00,2015,6.0,6.0
119,42335698.00,18000000.00,2014,7.7,7.8
113,76846624.00,170000000.00,2016,6.2,6.4
106,13092000.00,3300000.00,2014,8.5,8.5
126,124868837.00,12000000.00,2014,7.7,7.8
100,52528330.00,25000000.00,2013,4.8,4.7
75,32230907.00,2500000.00,2013,6.8,6.7
159,6498000.00,18026148.00,2015,8.1,8.4
115,81257500.00,68000000.00,2015,6.3,6.4
93,12282677.00,14000000.00,2015,5.1,5.1
112,3707794.00,18000000.00,2016,6.6,6.7
88,151389.00,500000.00,2012,7.1,7.1
122,130468626.00,185000000.00,2016,7.1,7.5
106,56154094.00,20000000.00,2016,7.4,7.6
98,113733726.00,127000000.00,2014,6.2,6.2
99,63034755.00,29000000.00,2016,5.4,5.3
87,323505540.00,75000000.00,2016,6.5,6.8
134,85707116.00,68000000.00,2014,7.6,7.6
133,7097125.00,70000000.00,2015,5.4,5.4
121,43247140.00,55000000.00,2015,7.1,7.1
123,37432299.00,34000000.00,2015,7.1,7.1
103,3093491.00,5000000.00,2014,6.6,6.6
89,15818967.00,7000000.00,2014,4.1,4.0
97,27736779.00,10000000.00,2015,5.3,5.2
72,4914.00,150000.00,2015,6.8,7.0
102,25277561.00,12000000.00,2014,6.4,6.5
112,6105175.00,44000000.00,2014,6.5,6.6
99,830210.00,5000000.00,2014,4.3,4.4
137,350034110.00,190000000.00,2015,7.2,7.2
86,17314483.00,4000000.00,2014,4.7,4.7
115,183436380.00,29000000.00,2015,6.4,6.5
102,90835030.00,40000000.00,2016,5.9,5.9
93,21197315.00,5000000.00,2014,6.2,6.1
106,3588432.00,6000000.00,2014,6.7,6.7
117,32279955.00,8500000.00,2014,7.9,7.9
89,126546825.00,40000000.00,2014,6.4,6.4
120,100412.00,4000000.00,2013,7.6,7.7
121,21569041.00,9000000.00,2014,6.6,6.6
105,2126511.00,36000000.00,2015,7.1,7.2
119,129995817.00,110000000.00,2015,6.2,6.3
99,22770.00,5500000.00,2013,6.0,6.1
83,25799043.00,3300000.00,2015,5.2,5.2
125,5749134.00,20000000.00,2014,7.0,7.0
96,16027866.00,25000000.00,2015,5.2,5.1
100,129115.00,25000000.00,2014,6.5,6.5
82,30084.00,70000.00,2014,5.5,5.6
87,34507079.00,35000000.00,2015,5.1,5.1
92,85884815.00,90000000.00,2015,5.0,5.0
103,71519230.00,9000000.00,2014,6.4,6.5
151,330249062.00,250000000.00,2016,6.5,6.9
107,42019483.00,36000000.00,2014,6.4,6.4
123,35887263.00,15000000.00,2014,7.7,7.7
122,54235441.00,22000000.00,2014,7.3,7.3
111,4190530.00,22500000.00,2014,7.0,7.1
98,10429707.00,5000000.00,2014,5.4,5.4
113,14268533.00,31500000.00,2016,6.3,6.3
129,186354.00,13500000.00,2015,5.2,4.5
106,362645141.00,175000000.00,2016,7.4,7.8
106,362645141.00,175000000.00,2016,7.4,7.8
107,7605668.00,60000000.00,2015,5.5,5.5
92,101978840.00,15000000.00,2013,6.5,6.6
134,102310175.00,40000000.00,2016,7.3,7.8
81,11835.00,10000000.00,2013,6.8,6.9
133,109712885.00,35000000.00,2015,7.6,7.7
102,1821983.00,3000000.00,2014,5.3,5.4
105,123777.00,3500000.00,2016,4.6,4.7
98,105943.00,1500000.00,2015,6.1,6.1
129,64685359.00,90000000.00,2016,6.5,6.9
116,14612840.00,7000000.00,2014,6.9,6.9
85,4091.00,34000000.00,2013,6.3,6.3
125,110008260.00,35000000.00,2015,6.2,6.3
118,14677654.00,13000000.00,2015,8.1,8.3
102,1477002.00,2000000.00,2015,6.9,6.9
91,35385560.00,4000000.00,2015,4.7,4.6
97,52200504.00,10000000.00,2015,6.1,6.1
138,59696176.00,22000000.00,2014,5.7,5.6
93,100240.00,1000000.00,2014,6.8,6.8
107,36874745.00,20000000.00,2016,6.3,6.3
100,14673301.00,2000000.00,2014,6.8,6.9
89,444044.00,1900000.00,2015,6.7,7.2
97,2557668.00,2000000.00,2015,5.4,5.3
97,62480.00,1000000.00,2015,5.4,5.5
99,62401264.00,60000000.00,2016,5.9,5.9
101,18656400.00,5000000.00,2014,7.5,7.5
123,34531832.00,35000000.00,2015,7.1,7.1
99,84263837.00,6500000.00,2014,5.4,5.4
111,34964818.00,150000000.00,2015,5.7,5.8
111,34964818.00,150000000.00,2015,5.7,5.8
101,3105269.00,3000000.00,2016,4.7,5.0
111,42652003.00,20000000.00,2015,6.7,6.8
144,154985087.00,178000000.00,2016,6.9,7.3
93,26583369.00,10000000.00,2016,4.8,4.8
121,46875468.00,30000000.00,2015,7.6,7.6
120,66002193.00,110000000.00,2016,5.7,5.8
94,71038190.00,30000000.00,2015,4.4,4.4
111,14616.00,12000000.00,2015,6.7,7.5
84,34151.00,450000.00,2015,7.4,7.2
168,54116191.00,44000000.00,2015,7.8,7.9
123,10137502.00,35000000.00,2015,7.3,7.4
147,407197282.00,250000000.00,2016,7.8,8.2
105,613556.00,15000000.00,2015,6.3,6.4
96,28876924.00,20000000.00,2016,6.5,7.1
94,65069140.00,5000000.00,2015,6.2,6.2
132,1865774.00,30000000.00,2015,6.9,7.0
93,35688.00,600000.00,2014,4.3,5.1
109,31990064.00,12000000.00,2015,6.3,6.4
144,228430993.00,108000000.00,2015,8.0,8.1
127,72413.00,65000000.00,2015,6.0,6.1
142,72306065.00,40000000.00,2015,7.6,7.6
117,52792307.00,140000000.00,2016,6.4,6.8
122,531009.00,10000000.00,2015,5.3,5.3
83,31537320.00,1000000.00,2014,5.5,5.7
118,2246000.00,20000000.00,2015,7.1,7.0
112,375723.00,4000000.00,2015,7.8,7.9
94,59573085.00,18000000.00,2016,6.0,6.1
96,3590010.00,2000000.00,2015,6.2,6.1
103,17474107.00,7000000.00,2015,7.2,7.3
98,42592530.00,15000000.00,2015,6.1,6.2
97,35794166.00,10000000.00,2016,6.0,6.0
112,81638674.00,135000000.00,2016,6.0,6.3
131,81687587.00,61000000.00,2015,6.3,6.4
86,54257433.00,17000000.00,2016,6.3,6.8
120,12985267.00,2300000.00,2015,6.1,5.9
95,3219029.00,5000000.00,2015,7.0,7.1
108,78845130.00,10000000.00,2016,6.0,6.1
100,20566327.00,15000000.00,2016,6.3,6.4
144,52822418.00,50000000.00,2016,7.3,7.4
108,43771291.00,5000000.00,2015,7.0,7.1
108,43771291.00,5000000.00,2015,7.0,7.1
123,108521835.00,120000000.00,2016,6.6,7.1
80,5858.00,150000.00,2014,6.9,7.1
109,61693523.00,13000000.00,2016,7.1,6.8
92,25138292.00,3500000.00,2015,6.8,6.8
121,4700361.00,5000000.00,2015,4.7,4.6
92,55291815.00,35000000.00,2016,5.7,6.0
100,55461307.00,20000000.00,2016,6.2,6.7
92,11675178.00,5000000.00,2016,3.5,3.5
81,56536016.00,4900000.00,2016,6.3,6.9
120,20773070.00,5000000.00,2016,4.3,3.4
96,9658370.00,5000000.00,2016,4.9,4.5
111,31662.00,12620000.00,2016,6.2,6.8
100,29233.00,3500000.00,2015,7.5,7.0
