minutes,gross,budget,year,rating,score
127,373377893.00,200000000.00,2004,7.3,7.3
106,32645546.00,14000000.00,2005,6.3,6.4
108,40203020.00,40000000.00,2004,6.0,5.9
117,244052771.00,120000000.00,2006,7.1,7.2
130,7563397.00,3300000.00,2002,8.6,8.7
92,104148781.00,60000000.00,2003,5.5,5.5
85,19539.00,1000000.00,2003,6.1,6.2
136,67286731.00,100000000.00,2004,6.7,6.7
115,261437578.00,92000000.00,2004,8.0,8.0
111,106126012.00,60000000.00,2003,7.0,7.0
126,133382309.00,150000000.00,2006,6.9,6.9
101,1891821.00,52000000.00,2005,4.2,4.2
91,20950820.00,80000000.00,2003,5.7,5.7
96,14208384.00,30000000.00,2003,5.6,5.6
101,8243880.00,3200000.00,2003,7.0,7.0
94,50740078.00,45000000.00,2004,6.2,6.2
124,68642452.00,130000000.00,2005,6.0,6.0
96,1325073.00,4000000.00,2005,6.6,6.6
137,22406362.00,107000000.00,2004,6.0,6.0
125,66257002.00,70000000.00,2003,8.0,8.0
124,186739919.00,125000000.00,2004,6.4,6.4
97,173381405.00,33000000.00,2003,6.9,6.9
101,14108518.00,16000000.00,2003,5.6,5.7
113,146402.00,4000000.00,2002,7.6,7.7
98,296665.00,5000000.00,2003,6.3,6.3
144,47396698.00,130000000.00,2005,7.2,7.2
121,51483949.00,22000000.00,2003,7.0,7.0
107,127083765.00,76000000.00,2003,5.9,5.9
97,110222438.00,26000000.00,2003,6.1,6.1
94,30222640.00,25000000.00,2003,5.3,5.3
103,1420578.00,1900000.00,2003,6.3,6.4
111,2580.00,1650000.00,2003,5.3,5.4
87,64267897.00,5000000.00,2002,6.6,6.6
90,17848322.00,28000000.00,2004,5.9,5.9
125,223878.00,5000000.00,2003,6.4,6.5
101,10696.00,6800000.00,2003,6.3,6.4
94,2207975.00,6000000.00,2003,7.1,7.2
99,8712564.00,27000000.00,2004,5.8,5.9
114,12831121.00,30000000.00,2004,7.0,7.0
98,22734486.00,17000000.00,2003,5.5,5.6
95,37788228.00,35200000.00,2003,5.5,5.4
117,65653758.00,95000000.00,2003,5.5,5.5
154,111110575.00,140000000.00,2003,7.7,7.7
143,305388685.00,140000000.00,2003,8.0,8.1
95,243347.00,500000.00,2002,5.1,5.3
99,12181484.00,40000000.00,2004,4.8,4.8
87,37566230.00,17000000.00,2003,5.1,5.1
132,10166502.00,80000000.00,2005,6.7,6.7
113,19184015.00,3000000.00,2002,5.5,5.4
138,90135191.00,25000000.00,2003,7.9,8.0
83,155019340.00,80000000.00,2006,6.7,6.8
111,41407470.00,30000000.00,2003,7.5,7.6
93,59475623.00,90000000.00,2004,5.3,5.2
98,16323969.00,40000000.00,2004,5.5,5.5
120,24004159.00,110000000.00,2004,5.9,5.8
120,24004159.00,110000000.00,2004,5.9,5.8
104,40198710.00,100000000.00,2004,3.3,3.3
100,75280058.00,60000000.00,2009,7.7,7.7
96,22913677.00,35000000.00,2004,6.2,6.3
104,47592825.00,85000000.00,2003,6.7,6.7
86,34308901.00,16000000.00,2003,5.1,5.1
146,77862546.00,70000000.00,2004,7.7,7.7
100,4599680.00,1500000.00,2003,6.8,6.8
113,43601508.00,18000000.00,2003,6.7,6.7
96,104354205.00,55000000.00,2003,6.3,6.3
85,26096584.00,19000000.00,2003,3.4,3.4
97,82163317.00,30000000.00,2003,5.7,5.8
140,120147445.00,87000000.00,2003,7.3,7.3
84,21176322.00,40000000.00,2004,4.1,4.0
116,30013346.00,75000000.00,2003,5.3,5.3
101,26082914.00,87000000.00,2005,4.4,4.3
93,365734.00,10000000.00,2003,5.0,5.0
157,289994397.00,150000000.00,2005,7.7,7.6
88,6239558.00,5000000.00,2003,6.7,6.7
124,33682273.00,33000000.00,2004,6.4,6.5
93,84185387.00,80000000.00,2004,5.0,4.9
100,19118247.00,40000000.00,2005,5.4,5.4
104,4992159.00,8550000.00,2004,5.7,5.6
104,42071069.00,30000000.00,2005,6.2,6.2
123,64286.00,29000000.00,2004,7.8,7.9
92,8786715.00,5000000.00,2004,6.7,6.9
109,81257845.00,35000000.00,2003,7.1,7.1
163,133228348.00,175000000.00,2004,7.2,7.2
102,26781723.00,2500000.00,2004,7.4,7.6
95,89808372.00,45000000.00,2003,4.8,4.6
102,14334645.00,25000000.00,2004,4.8,4.8
104,39692139.00,35000000.00,2004,6.2,6.2
102,44566004.00,4000000.00,2003,7.7,7.8
127,499263.00,30000000.00,2004,7.1,7.1
101,88200225.00,60000000.00,2004,6.1,6.1
95,16964743.00,24000000.00,2004,5.6,5.6
104,1056102.00,5000000.00,2003,6.6,6.6
98,56044241.00,37000000.00,2004,6.1,6.1
106,64955956.00,18000000.00,2004,5.7,5.7
124,717753.00,25000000.00,2012,6.1,6.1
80,39399750.00,25000000.00,2003,5.6,5.6
128,124590960.00,80000000.00,2003,6.7,6.7
100,5005883.00,20000000.00,2004,6.1,6.1
91,16702864.00,18000000.00,2004,5.2,5.2
94,32003620.00,25000000.00,2004,6.5,6.5
128,134520804.00,110000000.00,2007,7.1,7.2
89,2223990.00,3000000.00,2003,6.7,6.6
108,34126138.00,20000000.00,2004,8.3,8.3
88,75817994.00,90000000.00,2003,5.0,4.9
91,3645438.00,2200000.00,2003,6.8,6.8
99,3432342.00,6000000.00,2003,7.6,7.7
124,5755286.00,55000000.00,2007,5.9,5.9
84,15712072.00,20000000.00,2004,5.8,5.8
119,53789313.00,60000000.00,2003,6.3,6.3
100,665426.00,165000000.00,2004,6.6,6.6
84,111760631.00,38000000.00,2003,4.2,4.1
118,33828318.00,55000000.00,2003,5.7,5.8
109,18947630.00,59660000.00,2004,7.1,7.1
170,102608827.00,110000000.00,2004,7.5,7.5
81,4922166.00,12000000.00,2003,2.1,2.1
104,21800302.00,30000000.00,2004,5.5,5.5
104,7739049.00,18000000.00,2004,7.0,7.1
113,34636443.00,52000000.00,2005,6.6,6.6
120,763044.00,23000000.00,2003,6.2,6.2
89,5739376.00,500000.00,2003,7.6,7.7
109,34468224.00,4500000.00,2003,7.3,7.3
101,1111615.00,500000.00,2003,6.1,6.0
103,24520892.00,45000000.00,2005,7.0,7.0
105,23106.00,50000000.00,2004,6.6,6.6
139,74205.00,14200000.00,2005,7.3,7.4
90,87856565.00,42000000.00,2004,5.9,5.9
99,120776832.00,75000000.00,2004,6.8,6.8
115,144795350.00,120000000.00,2004,7.1,7.1
144,2483955.00,9600000.00,2005,6.6,6.7
133,6167817.00,47000000.00,2004,7.6,7.7
94,15131330.00,86000000.00,2006,6.0,6.0
93,197148.00,7500000.00,2003,6.2,6.3
108,8054280.00,20000000.00,2004,6.2,6.3
107,819939.00,850000.00,2003,7.0,7.2
87,85416609.00,30000000.00,2004,7.0,7.0
106,37760080.00,70000000.00,2004,6.0,6.1
175,34293771.00,155000000.00,2004,5.6,5.5
119,4710455.00,24000000.00,2004,8.2,8.2
126,410388.00,2127519898.00,2004,6.9,6.9
154,200069408.00,209000000.00,2006,6.0,6.1
94,16101109.00,3000000.00,2005,6.8,6.8
98,59588068.00,40000000.00,2003,5.8,5.8
120,1098224.00,2000000.00,2003,3.0,3.3
98,138614544.00,40000000.00,2003,5.8,5.8
91,70527.00,6500000.00,2004,6.6,6.7
115,74540762.00,55000000.00,2004,6.5,6.5
135,64371181.00,28000000.00,2004,7.5,7.5
125,125531634.00,110000000.00,2004,6.5,6.4
119,37486138.00,50000000.00,2004,6.0,6.0
73,6491350.00,10000000.00,2004,5.8,5.8
152,75305995.00,40000000.00,2004,7.7,7.7
108,8535575.00,30000000.00,2005,7.0,7.0
86,193136719.00,75000000.00,2005,6.9,6.9
86,45860039.00,56000000.00,2004,6.3,6.2
144,61644321.00,88000000.00,2005,8.0,8.0
125,13337299.00,20000000.00,2004,6.6,6.6
101,375474.00,20000000.00,2005,6.1,6.2
118,37899638.00,88000000.00,2005,5.9,5.9
107,11008432.00,25000000.00,2005,7.1,7.1
92,17718223.00,25000000.00,2004,6.6,6.6
120,42880.00,24000000.00,2004,5.1,5.1
95,51431160.00,20000000.00,2004,5.9,5.9
80,75367693.00,35000000.00,2004,5.0,5.0
103,6061759.00,17000000.00,2005,6.3,6.3
107,12784713.00,22000000.00,2004,6.6,6.7
120,186336103.00,120000000.00,2005,6.5,6.5
112,712294.00,1500000.00,2005,6.6,6.7
97,24407944.00,43000000.00,2005,4.7,4.8
94,84136909.00,26000000.00,2004,7.2,7.2
79,279282.00,1000000.00,2003,6.0,6.1
89,46363118.00,20000000.00,2005,4.2,4.1
91,128200012.00,75000000.00,2005,6.3,6.3
106,57887882.00,50000000.00,2004,6.1,6.1
136,119518352.00,28000000.00,2005,7.8,7.9
100,23222861.00,26000000.00,2004,4.5,4.5
113,52397389.00,65000000.00,2004,5.9,5.9
97,1029017.00,6500000.00,2004,6.7,6.8
97,31179516.00,12000000.00,2004,4.5,4.3
114,58229120.00,90000000.00,2013,7.3,7.3
101,12189514.00,23000000.00,2004,6.1,6.1
101,12189514.00,23000000.00,2004,6.1,6.1
98,16831505.00,31000000.00,2004,6.3,6.3
107,53481.00,8000000.00,2006,6.3,6.4
187,218051260.00,207000000.00,2005,7.2,7.2
187,218051260.00,207000000.00,2005,7.2,7.2
187,218051260.00,207000000.00,2005,7.2,7.2
96,3713002.00,8000000.00,2003,2.8,2.7
76,19447478.00,35000000.00,2005,5.5,5.6
122,6601079.00,7000000.00,2004,6.1,6.2
89,29302097.00,15000000.00,2004,4.6,4.6
94,511920.00,40000000.00,2008,4.3,4.4
122,119078393.00,6000000.00,2004,7.5,7.5
103,10411980.00,15000000.00,2004,5.9,5.9
100,860002.00,12000000.00,2005,7.2,7.3
153,120523073.00,75000000.00,2009,8.3,8.3
107,20422207.00,35000000.00,2004,5.3,5.2
101,1082044.00,5000000.00,2004,7.7,7.7
110,14469428.00,26000000.00,2004,5.2,5.2
83,90703745.00,45000000.00,2006,5.0,5.1
94,17010646.00,84000000.00,2005,2.2,2.2
128,77032279.00,60000000.00,2004,7.3,7.3
118,10214647.00,11000000.00,2004,7.0,7.1
119,24006726.00,50000000.00,2004,7.3,7.3
115,15045676.00,16000000.00,2009,5.6,5.6
156,5501940.00,13500000.00,2004,8.2,8.3
91,14018364.00,30000000.00,2004,4.9,4.8
118,6144806.00,23000000.00,2004,6.7,6.7
101,58885635.00,26000000.00,2004,7.3,7.4
101,58885635.00,26000000.00,2004,7.3,7.4
143,291709845.00,180000000.00,2005,6.9,6.9
96,47781388.00,40000000.00,2004,6.6,6.6
120,2181290.00,3000000.00,2003,8.4,8.4
92,114324072.00,20000000.00,2004,6.7,6.7
92,114324072.00,20000000.00,2004,6.7,6.7
95,58156435.00,19000000.00,2004,5.9,5.9
90,22531698.00,70000000.00,2008,5.6,5.6
96,12570442.00,10000000.00,2005,6.7,6.8
128,50815288.00,50000000.00,2005,6.9,7.0
128,50815288.00,50000000.00,2005,6.9,7.0
99,13464388.00,4000000.00,2004,7.9,8.0
118,18761993.00,9000000.00,2005,6.8,6.9
114,25977365.00,28000000.00,2014,6.5,6.5
101,10268846.00,35000000.00,2009,5.5,5.5
95,40066497.00,8000000.00,2004,3.8,3.5
97,31526393.00,25000000.00,2004,4.6,4.6
109,5199.00,200000.00,2004,6.5,6.6
108,197992827.00,100000000.00,2006,6.4,6.5
88,18225165.00,9000000.00,2004,7.1,7.1
103,6301131.00,29000000.00,2005,7.1,7.1
101,864959.00,4000000.00,2005,6.8,6.9
101,1984378.00,2000000.00,2006,6.4,6.5
140,195888.00,2500000000.00,2005,6.9,7.1
86,13922211.00,16000000.00,2004,4.5,4.4
81,7362100.00,1500000.00,2005,7.3,7.4
97,28328132.00,58000000.00,2004,6.3,6.3
115,206456431.00,150000000.00,2005,6.6,6.7
91,96793.00,3500000.00,2004,5.2,5.3
83,22264487.00,22000000.00,2005,4.7,4.6
122,317011114.00,185000000.00,2008,6.1,6.2
121,27667947.00,50000000.00,2007,6.2,6.2
129,65948711.00,80000000.00,2004,6.6,6.6
73,191309.00,150000.00,2004,5.5,5.5
108,114195633.00,60000000.00,2004,6.5,6.5
95,82301521.00,32000000.00,2005,4.7,4.6
123,26838389.00,57000000.00,2005,6.4,6.4
135,4001121.00,20000000.00,2007,6.9,7.0
131,173005002.00,100000000.00,2004,6.8,6.9
83,1127331.00,46000.00,2003,7.3,7.4
113,95149435.00,40000000.00,2004,5.8,5.7
89,8070311.00,10000000.00,2004,5.3,5.3
96,5132655.00,20000000.00,2005,2.4,2.3
120,100003492.00,65000000.00,2004,7.5,7.6
88,120136047.00,80000000.00,2008,5.6,5.6
90,110332737.00,100000000.00,2005,6.1,6.1
124,652177271.00,150000000.00,2015,7.0,7.0
126,2086345.00,10000000.00,2004,8.0,8.1
101,82931301.00,60000000.00,2005,5.5,5.5
88,18500966.00,30000000.00,2006,4.4,4.4
101,80281096.00,60000000.00,2004,5.6,5.6
131,42044321.00,80000000.00,2004,6.4,6.5
81,135381507.00,150000000.00,2005,5.7,5.8
109,51019112.00,50000000.00,2005,6.8,6.8
126,318298180.00,140000000.00,2008,7.9,7.9
108,176049130.00,75000000.00,2004,7.7,7.8
105,67962333.00,35000000.00,2005,5.9,5.9
97,371081.00,6000000.00,2004,7.0,7.0
90,31585300.00,15000000.00,2005,6.2,6.1
98,32774834.00,30000000.00,2004,7.2,7.2
140,205343774.00,150000000.00,2005,8.2,8.3
97,3629758.00,5500000.00,2004,7.9,7.9
90,10956379.00,35000000.00,2007,3.5,3.6
111,228524.00,4000000.00,2004,7.2,7.3
93,101702060.00,45000000.00,2008,5.8,5.8
99,17104669.00,20000000.00,2004,7.7,7.8
90,1310270.00,780000.00,2003,6.7,6.8
95,5654777.00,25000000.00,2005,4.3,4.1
99,127144.00,8000000.00,2005,5.6,5.5
107,871527.00,25000000.00,2005,6.5,6.5
103,4235837.00,15000000.00,2005,7.5,7.6
138,292000866.00,150000000.00,2007,7.5,7.5
128,72515360.00,80000000.00,2005,6.4,6.4
112,77231.00,25000000.00,2005,5.9,6.0
79,30500882.00,500000.00,2003,5.7,5.7
94,36830.00,1400000.00,2004,6.5,6.6
96,44540956.00,400000.00,2004,6.9,6.9
127,71502303.00,12000000.00,2004,7.5,7.5
103,13395939.00,60000000.00,2004,6.2,6.2
101,55865715.00,10000000.00,2005,5.5,5.5
94,19548064.00,65000000.00,2009,6.3,6.3
112,54557348.00,6500000.00,2004,7.8,7.9
105,2338695.00,4000000.00,2004,7.3,7.4
93,1181197.00,15500000.00,2005,5.8,5.9
104,33987757.00,27000000.00,2004,7.2,7.3
104,234360014.00,210000000.00,2006,6.7,6.8
113,21009180.00,45000000.00,2004,6.1,6.1
90,603943.00,500000.00,2004,7.2,7.3
97,86049418.00,17000000.00,2004,7.0,7.0
118,55808744.00,53000000.00,2005,5.6,5.7
104,80270227.00,50000000.00,2005,5.1,5.1
180,4068087.00,17000000.00,2003,7.7,7.7
110,18472363.00,50000000.00,2005,5.8,5.8
137,66207920.00,30000000.00,2004,8.0,8.0
90,85222.00,1100.00,2004,6.4,6.6
108,505295.00,1800000.00,2003,7.5,7.5
114,28747570.00,7000000.00,2005,7.3,7.4
119,25335935.00,40000000.00,2005,7.8,8.0
114,31199215.00,58000000.00,2008,6.0,6.0
131,3752725.00,18000000.00,2004,7.0,7.1
97,434417.00,4600000.00,2007,5.8,5.9
118,4280577.00,10000000.00,2005,6.7,6.8
135,43982842.00,65000000.00,2009,6.7,6.7
135,43982842.00,65000000.00,2009,6.7,6.7
130,1987287.00,50000000.00,2005,6.8,6.9
100,16247775.00,25000000.00,2005,5.5,5.5
98,101228.00,3500000.00,2005,6.3,6.4
144,167007184.00,150000000.00,2006,8.0,8.0
144,167007184.00,150000000.00,2006,8.0,8.0
80,5792822.00,2700000.00,2004,8.0,8.0
109,69148997.00,37000000.00,2004,5.6,5.4
100,396035.00,1000000.00,2004,6.7,6.9
122,53574088.00,55000000.00,2007,7.7,7.8
87,58336565.00,50000000.00,2006,6.5,6.6
101,51097664.00,30000000.00,2005,6.0,5.9
86,992238.00,1700000.00,2004,6.7,6.8
133,9910.00,25000000.00,2004,7.5,7.6
149,217536138.00,125000000.00,2006,6.6,6.6
105,25472967.00,30000000.00,2005,5.6,5.6
123,399879.00,15000000.00,2006,6.3,6.4
111,206435493.00,150000000.00,2007,8.0,8.0
121,31704416.00,135000000.00,2005,5.1,5.0
124,3081925.00,21000000.00,2008,7.6,7.5
83,11631245.00,35000000.00,2006,4.3,4.2
93,82226474.00,65000000.00,2006,5.6,5.6
95,1550000.00,25000000.00,2005,2.9,2.9
151,423032628.00,225000000.00,2006,7.3,7.3
125,3753806.00,11000000.00,2004,7.6,7.7
90,10042266.00,1000000.00,2005,5.8,5.9
98,795126.00,6000000.00,2004,7.4,7.6
125,46982632.00,50000000.00,2006,6.5,6.6
95,52580895.00,45000000.00,2005,5.6,5.6
102,12469811.00,22000000.00,2005,6.5,6.6
135,1666262.00,16000000.00,2005,6.6,6.7
90,64255243.00,19000000.00,2005,6.0,6.0
119,11041228.00,100000000.00,2004,7.5,7.6
91,154077.00,500000.00,2005,6.6,6.6
109,45489752.00,26000000.00,2004,6.4,6.5
115,48472213.00,45000000.00,2005,5.1,5.0
113,70083519.00,180000000.00,2007,6.1,6.1
91,73661010.00,75000000.00,2006,6.6,6.6
123,24530513.00,9000000.00,2007,7.9,8.0
140,1110186.00,12800000.00,2004,8.1,8.1
101,77222184.00,100000000.00,2009,6.7,6.8
129,45356386.00,75000000.00,2005,5.9,5.9
118,177575142.00,70000000.00,2005,6.6,6.6
105,63260.00,14000000.00,2006,6.7,6.7
129,33565375.00,15000000.00,2005,7.4,7.5
103,55153403.00,1200000.00,2004,7.6,7.7
87,17016190.00,12000000.00,2004,4.8,4.9
121,22518325.00,50000000.00,2006,5.6,5.6
95,4006906.00,15000000.00,2005,4.4,4.1
99,73701902.00,60000000.00,2004,5.3,5.2
87,43095600.00,32000000.00,2005,6.3,6.3
134,83025853.00,14000000.00,2005,7.7,7.7
111,136007.00,4500.00,2004,6.8,6.9
145,4398392.00,21000000.00,2006,7.7,7.8
113,39568996.00,32000000.00,2007,6.6,6.6
91,126597121.00,150000000.00,2007,6.1,6.2
107,137340146.00,70000000.00,2006,6.4,6.4
101,6517198.00,3000000.00,2004,7.4,7.5
77,424760.00,7000.00,2004,6.9,7.0
100,11529368.00,65000.00,2004,7.2,7.3
88,592014.00,218.00,2003,7.1,7.2
91,110175871.00,10000000.00,2004,5.9,5.9
80,194568.00,1500000.00,2006,6.1,6.2
107,21835784.00,30000000.00,2005,6.6,6.6
136,67253092.00,30000000.00,2005,7.3,7.2
98,61112916.00,50000000.00,2006,4.4,4.4
121,23472900.00,17500000.00,2004,8.1,8.1
134,19377727.00,45000000.00,2005,6.3,6.4
107,16901126.00,7000000.00,2005,6.8,6.9
95,113006880.00,56000000.00,2005,5.6,5.5
126,18324242.00,35000000.00,2005,7.3,7.3
96,11798.00,100000.00,2003,4.2,4.7
147,2208939.00,50000000.00,2006,7.5,7.5
93,48114556.00,26000000.00,2004,4.3,4.3
97,47124400.00,25000000.00,2005,6.5,6.6
108,32048809.00,30000000.00,2005,5.3,5.3
108,32048809.00,30000000.00,2005,5.3,5.3
103,17324744.00,28000000.00,2006,5.4,5.3
104,47806295.00,43000000.00,2005,6.5,6.5
120,81593527.00,40000000.00,2006,7.3,7.3
145,57010853.00,85000000.00,2005,7.4,7.3
96,114053579.00,150000000.00,2008,6.8,6.9
108,36020063.00,22000000.00,2005,6.6,6.6
108,568695.00,8000000.00,2005,6.4,6.5
113,158115031.00,82000000.00,2005,6.4,6.4
100,200807262.00,260000000.00,2010,7.7,7.8
109,19976073.00,20000000.00,2005,6.3,6.3
96,82234139.00,17000000.00,2007,7.1,7.2
87,480314.00,21000000.00,2006,4.8,4.8
120,214202.00,12000000.00,2007,7.4,7.5
96,31493782.00,32000000.00,2005,7.4,7.5
136,35799026.00,126000000.00,2005,6.8,6.9
136,35799026.00,126000000.00,2005,6.8,6.9
122,24127895.00,50000000.00,2005,7.6,7.6
83,8326035.00,33000000.00,2005,5.6,5.5
108,11703287.00,10000000.00,2005,6.8,7.0
101,66002004.00,50000000.00,2005,4.8,4.7
86,84303558.00,85000000.00,2006,6.1,6.2
117,7458269.00,35000000.00,2006,7.0,6.9
120,4857376.00,13000000.00,2006,7.3,7.3
132,73058679.00,263700000.00,2012,6.6,6.6
124,74098862.00,40000000.00,2005,8.0,8.1
106,62318875.00,50000000.00,2006,6.7,6.8
93,25857987.00,62000000.00,2005,5.4,5.5
135,12712093.00,30000000.00,2005,6.7,6.7
97,14888028.00,30000000.00,2005,5.1,5.1
114,1487477.00,4200000.00,2004,6.4,6.5
119,39008741.00,25000000.00,2005,6.5,6.6
90,15281286.00,18000000.00,2009,6.4,6.5
119,75072454.00,20000000.00,2005,6.7,6.7
136,5459824.00,26000000.00,2006,7.5,7.6
122,6855137.00,17000000.00,2006,7.4,7.4
137,11284657.00,2000000.00,2006,8.4,8.5
132,100422786.00,30000000.00,2004,8.1,8.1
100,5480996.00,8700000.00,2006,7.1,7.1
100,63939454.00,35000000.00,2005,6.2,6.2
145,273420.00,17000000.00,2006,5.4,5.5
116,109243478.00,26000000.00,2005,7.1,7.1
128,7221458.00,55000000.00,2006,6.2,6.2
101,28045540.00,65000000.00,2005,6.1,6.1
108,49526.00,6800000.00,2005,6.9,7.0
98,31397498.00,12000000.00,2008,5.4,5.4
68,18081626.00,20000000.00,2005,6.4,6.4
103,9013113.00,1000000.00,2005,7.4,7.4
116,234277056.00,132000000.00,2005,6.5,6.5
151,132373442.00,90000000.00,2006,8.5,8.5
164,47379090.00,70000000.00,2005,7.5,7.6
105,48745150.00,50000000.00,2006,5.8,5.8
98,89706988.00,55000000.00,2005,6.3,6.2
112,38360195.00,45000000.00,2006,6.4,6.4
98,60655503.00,160000000.00,2006,5.6,5.6
162,107503316.00,130000000.00,2009,7.6,7.7
116,22201636.00,8000000.00,2005,7.3,7.4
99,52320979.00,40000000.00,2006,6.8,6.8
96,48006503.00,37000000.00,2008,6.0,6.0
118,3347439.00,7500000.00,2004,6.9,6.9
108,16930884.00,30000000.00,2007,5.9,5.9
120,75754670.00,85000000.00,2008,7.0,7.0
127,5128124.00,25000000.00,2005,7.8,7.9
103,11034436.00,20000000.00,2005,7.0,7.1
96,100289690.00,175000000.00,2007,5.4,5.4
93,320706665.00,160000000.00,2007,6.0,6.1
139,336530303.00,258000000.00,2007,6.2,6.2
139,336530303.00,258000000.00,2007,6.2,6.2
114,16264475.00,55000000.00,2007,6.8,6.9
129,38372662.00,28000000.00,2005,7.8,7.8
84,1197786.00,12000000.00,2004,7.2,7.2
90,72601713.00,51000000.00,2006,5.5,5.6
96,381186.00,900000.00,2005,6.3,6.4
93,54098051.00,25000000.00,2006,5.8,5.8
97,10139254.00,35000000.00,2006,7.2,7.3
108,148213377.00,73000000.00,2006,6.6,6.6
106,7486906.00,27000000.00,2007,6.8,6.8
91,3885134.00,2000000.00,2005,7.3,7.4
126,5701643.00,20000000.00,2007,7.2,7.3
112,3169424.00,13000000.00,2007,6.7,6.8
114,37766350.00,11000000.00,2008,7.3,7.3
96,71148699.00,90000000.00,2008,6.5,6.6
124,23089926.00,15000000.00,2005,7.6,7.7
117,210592590.00,65000000.00,2006,7.7,7.7
120,18663911.00,16500000.00,2007,7.1,7.1
98,43894863.00,30000000.00,2005,5.9,5.9
105,34014398.00,33000000.00,2006,5.4,5.6
105,34014398.00,33000000.00,2006,5.4,5.6
121,12549485.00,15000000.00,2006,6.2,6.2
153,301956980.00,250000000.00,2009,7.6,7.5
121,668171.00,60000000.00,2005,5.6,5.6
144,318759914.00,150000000.00,2007,7.0,7.1
106,32701088.00,32000000.00,2005,6.8,6.9
135,33574332.00,90000000.00,2006,7.1,7.1
89,653621.00,2000000.00,2005,6.7,6.8
125,62647540.00,70000000.00,2005,7.0,7.1
93,20433940.00,15000000.00,2005,6.2,6.2
120,233103.00,7000000.00,2005,6.8,6.9
121,5023275.00,15000000.00,2005,7.4,7.5
90,6013.00,695393.00,2004,7.6,7.7
105,28031250.00,60000000.00,2005,5.2,5.2
125,1172769.00,13000000.00,2006,7.0,7.1
97,11043445.00,10000000.00,2007,6.4,6.5
128,15797907.00,20000000.00,2007,7.6,7.6
92,18843314.00,20000000.00,2006,4.7,4.7
105,20338609.00,10000000.00,2006,6.7,6.8
98,95016.00,2700000.00,2004,7.2,7.4
113,40137776.00,38000000.00,2006,7.6,7.6
93,50818750.00,60000000.00,2008,6.1,6.1
91,39511038.00,16000000.00,2006,5.8,5.9
192,2921738.00,7000000.00,2004,7.8,7.9
110,1150403.00,13000000.00,2006,7.0,7.1
85,381225.00,200000.00,2004,7.2,7.2
85,13751.00,11400000.00,2006,6.6,6.6
127,10137232.00,50000000.00,2005,5.9,6.0
109,26415649.00,20000000.00,2008,6.8,6.8
122,871577.00,4500000.00,2007,7.7,7.7
125,38432823.00,30000000.00,2006,6.9,6.9
104,1900725.00,2000000.00,2005,7.4,7.4
85,57859105.00,26000000.00,2005,6.4,6.5
166,127490802.00,150000000.00,2008,7.8,7.8
99,70163652.00,40000000.00,2006,4.7,4.6
90,671240.00,7900000.00,2005,6.8,6.9
116,50382128.00,5500000.00,2005,5.7,5.6
122,220914.00,16800000.00,2006,6.5,6.5
123,15962471.00,40000000.00,2006,6.4,6.4
96,198407.00,2000000.00,2006,6.6,6.6
85,58867694.00,100000000.00,2007,6.7,6.8
94,1247453.00,2800000.00,2005,6.7,6.8
97,3950294.00,12000000.00,2007,7.0,7.0
85,64459316.00,149000000.00,2006,6.6,6.7
104,1007962.00,950000.00,2005,7.1,7.1
116,1050445.00,22000000.00,2005,7.7,7.8
97,24138847.00,5000000.00,2006,7.3,7.4
93,39177541.00,50000000.00,2005,3.5,3.5
104,352786.00,11000000.00,2006,6.8,6.8
103,28435406.00,12000000.00,2006,5.5,5.5
110,130313314.00,80000000.00,2008,6.5,6.5
121,23618786.00,8000000.00,2007,7.8,7.9
95,48291624.00,58000000.00,2005,6.7,6.7
110,22494487.00,27000000.00,2006,7.7,7.8
110,22494487.00,27000000.00,2006,7.7,7.8
103,11694528.00,3000000.00,2005,7.2,7.2
146,626809.00,553632000.00,2008,7.4,7.4
75,25871834.00,35000000.00,2008,4.5,4.5
114,31655091.00,30000000.00,2007,7.5,7.5
97,88658172.00,50000000.00,2006,5.6,5.6
126,30226144.00,15000000.00,2007,7.6,7.6
117,118823091.00,75000000.00,2007,6.6,6.7
99,15071514.00,80000000.00,2007,5.9,5.9
92,24792061.00,6500000.00,2005,7.6,7.6
111,11905519.00,200000000.00,2005,7.1,7.1
103,1530535.00,9000000.00,2005,5.7,5.7
80,70071.00,7000.00,2005,6.2,6.3
80,77413017.00,8000000.00,2005,7.5,7.6
83,16298046.00,14000000.00,2005,5.1,5.0
88,28133159.00,50000000.00,2006,5.8,5.9
104,18595716.00,12000000.00,2006,5.3,5.3
109,74484168.00,45000000.00,2005,6.8,6.9
98,58255287.00,64000000.00,2006,4.4,4.3
117,30981850.00,40000000.00,2005,5.3,5.0
123,13391174.00,20000000.00,2006,6.2,6.3
114,26896744.00,16500000.00,2008,5.0,4.9
114,5851188.00,70000000.00,2006,4.3,4.2
99,67266300.00,28000000.00,2008,6.8,6.9
92,49122319.00,14000000.00,2012,5.9,5.9
110,47456450.00,70000000.00,2007,7.0,7.1
126,53680848.00,30000000.00,2007,7.0,7.1
94,50648679.00,45000000.00,2007,6.3,6.3
87,20999103.00,40000000.00,2009,7.8,7.8
93,87025093.00,4000000.00,2005,6.6,6.6
90,1654367.00,7000000.00,2006,6.5,6.4
127,85463309.00,110000000.00,2011,7.1,7.1
98,29975979.00,20000000.00,2009,6.4,6.5
93,31501218.00,7500000.00,2005,7.4,7.5
102,39143839.00,20000000.00,2006,5.0,5.0
